"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.90291172106824924,0.05192995071411133,0.01581096649169922
"Perceptron",0.89309064166207019,0.05025601387023926,0.008214950561523438
"PassiveAggressiveClassifier",0.91280876065089667,0.01838994026184082,0.007861137390136719
"NearestCentroid",0.86840875163980147,0.015913009643554688,0.06896519660949707
"MultinomialNB",0.82580815978686251,0.007818937301635742,0.020376920700073242
"BernoulliNB",0.8431473786869258,0.013206958770751953,0.03167104721069336
"LinearSVC (L2 penalty)",0.92715658784543631,0.19553685188293457,0.008210897445678711
"LinearSVC (L1 penalty)",0.92878731482170773,0.13307499885559082,0.008129119873046875
"LinearSVC (L1 feature select)",0.90801868961033072,0.19066500663757324,0.10573101043701172
"LogisticRegression (L2 penalty)",0.90438062262342711,0.09789800643920898,0.009127140045166016
"LogisticRegression (L1 penalty)",0.91555341355784148,0.11667513847351074,0.009881019592285156
"LogisticRegression (L1-feature select)",0.88807513489138723,0.10069704055786133,0.08879494667053223
"SGD (L2 penalty)",0.92730317247205407,0.06031203269958496,0.007778167724609375
"SGD (L1 penalty)",0.9257269090691983,0.1678919792175293,0.01167607307434082
"SGD (L1-feature select)",0.90555347693623389,0.09156012535095215,0.09947800636291504
