"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.87154942119323242,0.06821703910827637,0.0018742084503173828
"Perceptron",0.87727862892755126,0.07332611083984375,0.0017597675323486328
"PassiveAggressiveClassifier",0.90020101048514156,0.026571035385131836,0.0016508102416992188
"NearestCentroid",0.83677134926250496,0.040947914123535156,0.023231029510498047
"MultinomialNB",0.7995983698541137,0.030357837677001953,0.0051059722900390625
"BernoulliNB",0.83231601980882186,0.02515411376953125,0.006814002990722656
"LinearSVC (L2 penalty)",0.92465106516948259,0.3033578395843506,0.007996797561645508
"LinearSVC (L1 penalty)",0.93061902783547978,0.22458100318908691,0.005958080291748047
"LinearSVC (L1 feature select)",0.89295291215274042,0.272899866104126,0.021853923797607422
"LogisticRegression (L2 penalty)",0.88826723712358069,0.13973593711853027,0.0016980171203613281
"LogisticRegression (L1 penalty)",0.90581525505037042,0.17615914344787598,0.001547098159790039
"LogisticRegression (L1-feature select)",0.85467302834689851,0.2084650993347168,0.02222895622253418
"SGD (L2 penalty)",0.91615039521469765,0.09656000137329102,0.0017919540405273438
"SGD (L1 penalty)",0.91114649681528659,0.22784209251403809,0.004599094390869141
"SGD (L1-feature select)",0.88155297214301376,0.11202311515808105,0.029052019119262695
