"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.89011048821640448,0.047831058502197266,0.0048160552978515625
"Perceptron",0.89810317500894721,0.0732259750366211,0.0027811527252197266
"PassiveAggressiveClassifier",0.90818352562382609,0.04040813446044922,0.001970052719116211
"NearestCentroid",0.85729448601602709,0.03414297103881836,0.032579898834228516
"MultinomialNB",0.81544517772374681,0.020481109619140625,0.013631105422973633
"BernoulliNB",0.84456311782751958,0.026089906692504883,0.009783029556274414
"LinearSVC (L2 penalty)",0.92666109486000836,0.3054180145263672,0.0019099712371826172
"LinearSVC (L1 penalty)",0.93611755607115243,0.23061203956604004,0.004498004913330078
"LinearSVC (L1 feature select)",0.90774829896091558,0.18906211853027344,0.01577591896057129
"LogisticRegression (L2 penalty)",0.90283989869052106,0.1391768455505371,0.0016031265258789062
"LogisticRegression (L1 penalty)",0.91475478846558622,0.18164992332458496,0.001592874526977539
"LogisticRegression (L1-feature select)",0.88471791523856158,0.2286539077758789,0.030694007873535156
"SGD (L2 penalty)",0.93038372824491511,0.10855579376220703,0.0027260780334472656
"SGD (L1 penalty)",0.92267420553897705,0.24219918251037598,0.006208896636962891
"SGD (L1-feature select)",0.89754891421199734,0.12045907974243164,0.044551849365234375
