"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.92538803214054011,0.08649706840515137,0.001589059829711914
"Perceptron",0.87613146812527232,0.16409707069396973,0.0028700828552246094
"PassiveAggressiveClassifier",0.95068714632174611,0.05336904525756836,0.0028829574584960938
"NearestCentroid",0.8581053067993365,0.05127716064453125,0.03327488899230957
"MultinomialNB",0.88781067432419036,0.032093048095703125,0.0035729408264160156
"BernoulliNB",0.88874855278391751,0.014779090881347656,0.012018918991088867
"LinearSVC (L2 penalty)",0.94785968786069152,0.6149320602416992,0.0021419525146484375
"LinearSVC (L1 penalty)",0.94135308246597282,0.35447001457214355,0.0022940635681152344
"LinearSVC (L1 feature select)",0.9295731551838442,0.3085510730743408,0.015343904495239258
"LogisticRegression (L2 penalty)",0.94151241650094342,0.2676692008972168,0.0016818046569824219
"LogisticRegression (L1 penalty)",0.93469532957259749,0.2648189067840576,0.0017490386962890625
"LogisticRegression (L1-feature select)",0.91561530506721833,0.29912614822387695,0.018730878829956055
"SGD (L2 penalty)",0.9498629858926213,0.17967915534973145,0.0021169185638427734
"SGD (L1 penalty)",0.93726448721865785,0.39986300468444824,0.0019540786743164062
"SGD (L1-feature select)",0.92295744019881953,0.18997597694396973,0.01194000244140625
