"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93301466880084194,0.7330119609832764,0.01085805892944336
"Perceptron",0.90065258395785308,0.5270130634307861,0.012464046478271484
"PassiveAggressiveClassifier",0.95545929623196046,0.14049983024597168,0.011476993560791016
"NearestCentroid",0.84136427048089413,0.15754294395446777,0.08497095108032227
"MultinomialNB",0.90731359469938944,0.0606379508972168,0.021442890167236328
"BernoulliNB",0.90769103899122106,0.062213897705078125,0.030572891235351562
"LinearSVC (L2 penalty)",0.95507912200102085,6.120837926864624,0.010570049285888672
"LinearSVC (L1 penalty)",0.95338315138069929,2.0164849758148193,0.0114898681640625
"LinearSVC (L1 feature select)",0.95186151984017031,1.914781093597412,0.1381080150604248
"LogisticRegression (L2 penalty)",0.95379694608548338,1.6507699489593506,0.011101007461547852
"LogisticRegression (L1 penalty)",0.95654761472750627,1.2163031101226807,0.012488842010498047
"LogisticRegression (L1-feature select)",0.94485420679855558,1.4103221893310547,0.13954901695251465
"SGD (L2 penalty)",0.94131828636084625,0.6912741661071777,0.01082301139831543
"SGD (L1 penalty)",0.93106249723038748,1.3784379959106445,0.013795137405395508
"SGD (L1-feature select)",0.91511290734536277,0.7870841026306152,0.1117711067199707
