"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93734693877551012,0.07992815971374512,0.0018818378448486328
"Perceptron",0.90227703984819729,0.07834291458129883,0.001971006393432617
"PassiveAggressiveClassifier",0.79682031203654269,0.026618003845214844,0.001920938491821289
"NearestCentroid",0.88897381998853431,0.024693012237548828,0.015017032623291016
"MultinomialNB",0.90012766375331432,0.012397050857543945,0.004333972930908203
"BernoulliNB",0.90218829516539445,0.013955831527709961,0.006255149841308594
"LinearSVC (L2 penalty)",0.94061139740831534,0.6322088241577148,0.001870870590209961
"LinearSVC (L1 penalty)",0.9392716584466696,0.916862964630127,0.001695871353149414
"LinearSVC (L1 feature select)",0.93707139975796694,0.31067991256713867,0.012214183807373047
"LogisticRegression (L2 penalty)",0.93821510297482835,0.2082371711730957,0.0019609928131103516
"LogisticRegression (L1 penalty)",0.93706717889096713,0.23408007621765137,0.0017077922821044922
"LogisticRegression (L1-feature select)",0.9238557913577089,0.2852790355682373,0.018899917602539062
"SGD (L2 penalty)",0.89198910081743865,0.08832907676696777,0.0019888877868652344
"SGD (L1 penalty)",0.9054657592513824,0.21162891387939453,0.001970052719116211
"SGD (L1-feature select)",0.84695259593679462,0.11369109153747559,0.017210960388183594
