"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93543173371269395,0.5892219543457031,0.009408950805664062
"Perceptron",0.91612355189736228,0.468034029006958,0.010739803314208984
"PassiveAggressiveClassifier",0.95402124430955992,0.12262296676635742,0.01085805892944336
"NearestCentroid",0.87993563855632828,0.15019702911376953,0.06313514709472656
"MultinomialNB",0.90921508724516775,0.06790614128112793,0.020076990127563477
"BernoulliNB",0.92119684183511719,0.05201315879821777,0.032087087631225586
"LinearSVC (L2 penalty)",0.95271990088973979,5.248878002166748,0.010220050811767578
"LinearSVC (L1 penalty)",0.95242171660283848,1.8511309623718262,0.009006023406982422
"LinearSVC (L1 feature select)",0.94481665912177448,1.6586179733276367,0.10604190826416016
"LogisticRegression (L2 penalty)",0.9520154710823715,1.3703360557556152,0.010701894760131836
"LogisticRegression (L1 penalty)",0.94778026550874095,0.8140389919281006,0.008949041366577148
"LogisticRegression (L1-feature select)",0.94332779205077832,1.1354401111602783,0.11040806770324707
"SGD (L2 penalty)",0.94967250571210959,0.5443527698516846,0.009647846221923828
"SGD (L1 penalty)",0.93871247508482569,1.195378065109253,0.008966922760009766
"SGD (L1-feature select)",0.92527323037919895,0.6148619651794434,0.08087587356567383
