"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.89203140122593827,0.03436899185180664,0.007142066955566406
"Perceptron",0.88237397211297808,0.08055400848388672,0.005997896194458008
"PassiveAggressiveClassifier",0.8994317572638576,0.03850293159484863,0.0028710365295410156
"NearestCentroid",0.85546772758205514,0.036881208419799805,0.013593912124633789
"MultinomialNB",0.81275636951874752,0.019123077392578125,0.0031168460845947266
"BernoulliNB",0.82313003452243971,0.014187097549438477,0.02226996421813965
"LinearSVC (L2 penalty)",0.92406108130416831,0.2854280471801758,0.0019958019256591797
"LinearSVC (L1 penalty)",0.92550260230635772,0.22437596321105957,0.0019450187683105469
"LinearSVC (L1 feature select)",0.90348861499895561,0.17695283889770508,0.015797138214111328
"LogisticRegression (L2 penalty)",0.89693264693264696,0.11643600463867188,0.0026390552520751953
"LogisticRegression (L1 penalty)",0.91252660540933395,0.16700291633605957,0.0013270378112792969
"LogisticRegression (L1-feature select)",0.87473483818330156,0.21501421928405762,0.026324987411499023
"SGD (L2 penalty)",0.91914182805240885,0.14015603065490723,0.001981019973754883
"SGD (L1 penalty)",0.91678711542432378,0.2397160530090332,0.004363059997558594
"SGD (L1-feature select)",0.88923356688238742,0.13274693489074707,0.0176699161529541
