"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.91183294663573089,0.0361180305480957,0.0016880035400390625
"Perceptron",0.86209083369920481,0.10627913475036621,0.0010378360748291016
"PassiveAggressiveClassifier",0.91577673733494669,0.047213077545166016,0.0014569759368896484
"NearestCentroid",0.87264878199198281,0.030896902084350586,0.010931968688964844
"MultinomialNB",0.8519073796435116,0.008231878280639648,0.0022089481353759766
"BernoulliNB",0.8580023397025236,0.020517826080322266,0.00678706169128418
"LinearSVC (L2 penalty)",0.92086698701564251,0.3197910785675049,0.002816915512084961
"LinearSVC (L1 penalty)",0.92272402895300243,0.24886512756347656,0.001074075698852539
"LinearSVC (L1 feature select)",0.9067038817387707,0.20514392852783203,0.008228063583374023
"LogisticRegression (L2 penalty)",0.91321790540540537,0.1302499771118164,0.004725933074951172
"LogisticRegression (L1 penalty)",0.91135591475342315,0.19251394271850586,0.0010151863098144531
"LogisticRegression (L1-feature select)",0.89427688372588732,0.19344019889831543,0.006500959396362305
"SGD (L2 penalty)",0.92440985732814529,0.11288619041442871,0.0023720264434814453
"SGD (L1 penalty)",0.91774534577896971,0.24338006973266602,0.0011031627655029297
"SGD (L1-feature select)",0.90314412323274951,0.12671208381652832,0.02105402946472168
