"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93337831000168647,0.08277702331542969,0.0015919208526611328
"Perceptron",0.90670201117962324,0.07668709754943848,0.0015940666198730469
"PassiveAggressiveClassifier",0.76446639524794768,0.026475906372070312,0.001703023910522461
"NearestCentroid",0.88132571188840525,0.02388596534729004,0.01196599006652832
"MultinomialNB",0.8963497315181429,0.013665914535522461,0.002978086471557617
"BernoulliNB",0.90551623413099658,0.01622796058654785,0.005254983901977539
"LinearSVC (L2 penalty)",0.9403958984482097,0.6291441917419434,0.0015139579772949219
"LinearSVC (L1 penalty)",0.94033779337574042,0.9099538326263428,0.0014989376068115234
"LinearSVC (L1 feature select)",0.93040578098943871,0.29394006729125977,0.009290933609008789
"LogisticRegression (L2 penalty)",0.9353378416140391,0.2088160514831543,0.001377105712890625
"LogisticRegression (L1 penalty)",0.93229658428214379,0.2377939224243164,0.0015478134155273438
"LogisticRegression (L1-feature select)",0.92078096947935362,0.2801821231842041,0.016399860382080078
"SGD (L2 penalty)",0.89694089694089696,0.09352898597717285,0.0016460418701171875
"SGD (L1 penalty)",0.9154864709268854,0.21812105178833008,0.0015358924865722656
"SGD (L1-feature select)",0.85048974311587522,0.1137092113494873,0.009414911270141602
