"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.92052480772130896,0.07200503349304199,0.0011420249938964844
"Perceptron",0.9017999076970411,0.06556415557861328,0.0012640953063964844
"PassiveAggressiveClassifier",0.78944295223636574,0.02814006805419922,0.0010848045349121094
"NearestCentroid",0.86352952021016738,0.02636885643005371,0.008142948150634766
"MultinomialNB",0.87595537621647268,0.01873612403869629,0.00487208366394043
"BernoulliNB",0.89215637573891016,0.01239919662475586,0.0049669742584228516
"LinearSVC (L2 penalty)",0.92992938620315058,0.8269028663635254,0.0011620521545410156
"LinearSVC (L1 penalty)",0.93029437826129757,0.9443981647491455,0.0016689300537109375
"LinearSVC (L1 feature select)",0.91996630160067394,0.281282901763916,0.007509946823120117
"LogisticRegression (L2 penalty)",0.92652490765698314,0.21951603889465332,0.0016050338745117188
"LogisticRegression (L1 penalty)",0.92140840885455366,0.2375469207763672,0.0010991096496582031
"LogisticRegression (L1-feature select)",0.91578160059835445,0.2708921432495117,0.008117914199829102
"SGD (L2 penalty)",0.88927925050569578,0.09361100196838379,0.0012619495391845703
"SGD (L1 penalty)",0.90711003252956068,0.2652590274810791,0.0011949539184570312
"SGD (L1-feature select)",0.85380244755244772,0.10750913619995117,0.007697105407714844
