"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.89398246860933428,0.04585003852844238,0.0011899471282958984
"Perceptron",0.87887005649717509,0.0992269515991211,0.008617877960205078
"PassiveAggressiveClassifier",0.88725226034369198,0.030215978622436523,0.001641988754272461
"NearestCentroid",0.85676361957525393,0.020120859146118164,0.010046005249023438
"MultinomialNB",0.81507896077432496,0.017426013946533203,0.005110025405883789
"BernoulliNB",0.8262137152997846,0.02265000343322754,0.004411935806274414
"LinearSVC (L2 penalty)",0.92450240219629387,0.2965559959411621,0.0014259815216064453
"LinearSVC (L1 penalty)",0.92009574831870511,0.2538588047027588,0.0017240047454833984
"LinearSVC (L1 feature select)",0.90508924961007464,0.18775010108947754,0.022015094757080078
"LogisticRegression (L2 penalty)",0.88500658130908216,0.15455102920532227,0.0013608932495117188
"LogisticRegression (L1 penalty)",0.89906226338167639,0.15883684158325195,0.0012390613555908203
"LogisticRegression (L1-feature select)",0.85816766976715908,0.2027440071105957,0.02393198013305664
"SGD (L2 penalty)",0.90643103750950915,0.11969590187072754,0.001878976821899414
"SGD (L1 penalty)",0.91804029304029311,0.2310628890991211,0.007875919342041016
"SGD (L1-feature select)",0.88657229165432705,0.12223601341247559,0.019465208053588867
