"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.91832535356881151,0.7559518814086914,0.007753133773803711
"Perceptron",0.87696386877201304,0.46531105041503906,0.008213043212890625
"PassiveAggressiveClassifier",0.93985297393628864,0.13709306716918945,0.009142160415649414
"NearestCentroid",0.68747483896940409,0.15572094917297363,0.05533885955810547
"MultinomialNB",0.88721758537405626,0.06720304489135742,0.016638994216918945
"BernoulliNB",0.88606071921253793,0.06252408027648926,0.024399995803833008
"LinearSVC (L2 penalty)",0.93659857895109211,5.655947923660278,0.00827789306640625
"LinearSVC (L1 penalty)",0.93738408192887668,2.716099977493286,0.008976221084594727
"LinearSVC (L1 feature select)",0.93346333932579695,2.361112117767334,0.10218095779418945
"LogisticRegression (L2 penalty)",0.93390322712585383,2.234241008758545,0.009140968322753906
"LogisticRegression (L1 penalty)",0.93217540211607852,1.4023621082305908,0.007600069046020508
"LogisticRegression (L1-feature select)",0.91707205758798449,1.4954431056976318,0.09555506706237793
"SGD (L2 penalty)",0.909640012206543,0.7367360591888428,0.00937199592590332
"SGD (L1 penalty)",0.89843379712037741,1.3903918266296387,0.008919000625610352
"SGD (L1-feature select)",0.83669745312062693,0.8434040546417236,0.07991409301757812
