"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.90708521615112025,0.9139060974121094,0.014119148254394531
"Perceptron",0.87217893943201807,0.5683431625366211,0.014245986938476562
"PassiveAggressiveClassifier",0.93869785072922984,0.13915491104125977,0.013660192489624023
"NearestCentroid",0.75537108544406073,0.15918707847595215,0.10299491882324219
"MultinomialNB",0.86407730514040104,0.0720210075378418,0.03035283088684082
"BernoulliNB",0.8625231388023431,0.05581998825073242,0.03651905059814453
"LinearSVC (L2 penalty)",0.93635557106912748,6.039970874786377,0.015223979949951172
"LinearSVC (L1 penalty)",0.93488899973252948,1.9455320835113525,0.012732982635498047
"LinearSVC (L1 feature select)",0.92825993265009465,2.0005178451538086,0.1888740062713623
"LogisticRegression (L2 penalty)",0.92747213737917567,1.6407999992370605,0.0181729793548584
"LogisticRegression (L1 penalty)",0.9328643523474538,1.0991370677947998,0.016109943389892578
"LogisticRegression (L1-feature select)",0.91748457812139572,1.493778944015503,0.18512606620788574
"SGD (L2 penalty)",0.87525744242651193,0.8335211277008057,0.014124155044555664
"SGD (L1 penalty)",0.86612669001560905,1.385279893875122,0.012682914733886719
"SGD (L1-feature select)",0.81995658077683009,0.8364078998565674,0.14966392517089844
