"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.91699410609037324,0.047720909118652344,0.0009911060333251953
"Perceptron",0.88988216172287704,0.08063602447509766,0.0029480457305908203
"PassiveAggressiveClassifier",0.92221203788573181,0.059471845626831055,0.0020329952239990234
"NearestCentroid",0.87641526388306479,0.031071186065673828,0.011322021484375
"MultinomialNB",0.84712500817688241,0.0191650390625,0.0055980682373046875
"BernoulliNB",0.84971174004192873,0.02755284309387207,0.0061130523681640625
"LinearSVC (L2 penalty)",0.93425194512086485,0.2952420711517334,0.0015249252319335938
"LinearSVC (L1 penalty)",0.93005872931126532,0.2146620750427246,0.002028942108154297
"LinearSVC (L1 feature select)",0.91473988439306364,0.2689390182495117,0.017594099044799805
"LogisticRegression (L2 penalty)",0.91606802971695211,0.13248991966247559,0.005874156951904297
"LogisticRegression (L1 penalty)",0.9237582286056254,0.17677903175354004,0.0009341239929199219
"LogisticRegression (L1-feature select)",0.89916904378023077,0.21881914138793945,0.00967717170715332
"SGD (L2 penalty)",0.9307812688094379,0.09459805488586426,0.0014750957489013672
"SGD (L1 penalty)",0.92760370038794382,0.21163511276245117,0.0017189979553222656
"SGD (L1-feature select)",0.91117618350414842,0.11661911010742188,0.008966922760009766
