"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.90971927484387316,0.052655935287475586,0.001032114028930664
"Perceptron",0.89087882440732458,0.09525203704833984,0.0010809898376464844
"PassiveAggressiveClassifier",0.92007937939743822,0.04388785362243652,0.0010609626770019531
"NearestCentroid",0.86427770234370382,0.024116992950439453,0.015063047409057617
"MultinomialNB",0.8345650200959418,0.012134075164794922,0.0026171207427978516
"BernoulliNB",0.84892642981494615,0.017515897750854492,0.010745048522949219
"LinearSVC (L2 penalty)",0.93283098840289613,0.29616403579711914,0.0015590190887451172
"LinearSVC (L1 penalty)",0.93301379471592227,0.22377896308898926,0.003297090530395508
"LinearSVC (L1 feature select)",0.91939307728781416,0.3118319511413574,0.006755828857421875
"LogisticRegression (L2 penalty)",0.91066456845418231,0.11595511436462402,0.0031118392944335938
"LogisticRegression (L1 penalty)",0.92302218004981607,0.15948700904846191,0.002341032028198242
"LogisticRegression (L1-feature select)",0.89337493118003297,0.19117403030395508,0.009507179260253906
"SGD (L2 penalty)",0.93058851447555768,0.13027191162109375,0.005284786224365234
"SGD (L1 penalty)",0.93089023743592758,0.25937414169311523,0.0010960102081298828
"SGD (L1-feature select)",0.90422245108135935,0.15550994873046875,0.007064104080200195
