"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.91169873969366344,0.0436398983001709,0.011700153350830078
"Perceptron",0.88513858442689397,0.049150943756103516,0.008307933807373047
"PassiveAggressiveClassifier",0.91847593030827634,0.017030954360961914,0.007998943328857422
"NearestCentroid",0.87043727419957639,0.012945890426635742,0.05897998809814453
"MultinomialNB",0.84614279314687568,0.010128021240234375,0.025582075119018555
"BernoulliNB",0.85756863933722305,0.008218050003051758,0.01618504524230957
"LinearSVC (L2 penalty)",0.92994398300173853,0.15378689765930176,0.006661891937255859
"LinearSVC (L1 penalty)",0.9290161701210643,0.13363409042358398,0.007013082504272461
"LinearSVC (L1 feature select)",0.91171875000000002,0.11528801918029785,0.14551901817321777
"LogisticRegression (L2 penalty)",0.91300220944237498,0.1380629539489746,0.006531953811645508
"LogisticRegression (L1 penalty)",0.91909223920555372,0.10190486907958984,0.00863194465637207
"LogisticRegression (L1-feature select)",0.89403685254147125,0.24389100074768066,0.09469795227050781
"SGD (L2 penalty)",0.9285608151965653,0.07283520698547363,0.007740020751953125
"SGD (L1 penalty)",0.92504732056970862,0.13818788528442383,0.01764392852783203
"SGD (L1-feature select)",0.9059511031604055,0.0861508846282959,0.10924816131591797
