"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.88190715298602873,0.05027318000793457,0.008951187133789062
"Perceptron",0.87579247559504225,0.0702829360961914,0.005594968795776367
"PassiveAggressiveClassifier",0.89101227704424368,0.0180208683013916,0.00693202018737793
"NearestCentroid",0.84996565818067171,0.03338003158569336,0.08149290084838867
"MultinomialNB",0.81317700716357233,0.01736903190612793,0.01636195182800293
"BernoulliNB",0.83186079284357572,0.01726388931274414,0.027553081512451172
"LinearSVC (L2 penalty)",0.918086493353094,0.2610177993774414,0.008529901504516602
"LinearSVC (L1 penalty)",0.91778456634347183,0.2208728790283203,0.010241985321044922
"LinearSVC (L1 feature select)",0.89479627789321536,0.17539715766906738,0.10689401626586914
"LogisticRegression (L2 penalty)",0.88758850044612347,0.1230921745300293,0.010394096374511719
"LogisticRegression (L1 penalty)",0.90067926058598913,0.13725590705871582,0.006831169128417969
"LogisticRegression (L1-feature select)",0.86021049657413284,0.18699002265930176,0.08485102653503418
"SGD (L2 penalty)",0.90957218162485021,0.09358978271484375,0.0073320865631103516
"SGD (L1 penalty)",0.90900351018400527,0.20860719680786133,0.008924007415771484
"SGD (L1-feature select)",0.8772827219071867,0.11035919189453125,0.1050407886505127
