"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.90177514792899405,0.04435110092163086,0.003231048583984375
"Perceptron",0.88366566794090307,0.08194088935852051,0.0042459964752197266
"PassiveAggressiveClassifier",0.9045486429612043,0.03395199775695801,0.001107931137084961
"NearestCentroid",0.86588630518083043,0.04545998573303223,0.00811910629272461
"MultinomialNB",0.81760130035992118,0.017988920211791992,0.0069539546966552734
"BernoulliNB",0.83550282225550032,0.013476133346557617,0.011508941650390625
"LinearSVC (L2 penalty)",0.91970956540039983,0.3124871253967285,0.0011250972747802734
"LinearSVC (L1 penalty)",0.91915917172139727,0.2535820007324219,0.001367807388305664
"LinearSVC (L1 feature select)",0.89747415538740283,0.19870710372924805,0.00864410400390625
"LogisticRegression (L2 penalty)",0.89655172413793094,0.1295609474182129,0.012920856475830078
"LogisticRegression (L1 penalty)",0.90626322471434617,0.1753709316253662,0.0010900497436523438
"LogisticRegression (L1-feature select)",0.88003049610630057,0.2130141258239746,0.011631011962890625
"SGD (L2 penalty)",0.9161379018612521,0.09434390068054199,0.0013298988342285156
"SGD (L1 penalty)",0.92187255362455001,0.2457571029663086,0.001035928726196289
"SGD (L1-feature select)",0.90017046665246103,0.13161587715148926,0.015009164810180664
