"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.88216205253016944,0.05433988571166992,0.0023581981658935547
"Perceptron",0.85479425559692479,0.11804699897766113,0.0016930103302001953
"PassiveAggressiveClassifier",0.90797161936560933,0.030930042266845703,0.0014760494232177734
"NearestCentroid",0.77230910763569449,0.0325160026550293,0.008584976196289062
"MultinomialNB",0.85940865478754636,0.021625041961669922,0.005883932113647461
"BernoulliNB",0.86018614270941052,0.021699905395507812,0.00789499282836914
"LinearSVC (L2 penalty)",0.90341177087154756,1.0687999725341797,0.001377105712890625
"LinearSVC (L1 penalty)",0.89736346516007526,0.23496699333190918,0.0012769699096679688
"LinearSVC (L1 feature select)",0.88679145235696488,0.21210503578186035,0.013132095336914062
"LogisticRegression (L2 penalty)",0.88905676667386146,0.20831918716430664,0.001641988754272461
"LogisticRegression (L1 penalty)",0.89364413529442988,0.1981191635131836,0.0016710758209228516
"LogisticRegression (L1-feature select)",0.86640599543825358,0.24019789695739746,0.008432865142822266
"SGD (L2 penalty)",0.904430883523481,0.14280986785888672,0.001291036605834961
"SGD (L1 penalty)",0.90455259026687596,0.2468860149383545,0.0014369487762451172
"SGD (L1-feature select)",0.88318812520167789,0.13866806030273438,0.00779414176940918
