"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93761015156855831,0.08822202682495117,0.0010571479797363281
"Perceptron",0.91707609346914309,0.085968017578125,0.0012950897216796875
"PassiveAggressiveClassifier",0.79109094658692503,0.027595996856689453,0.001260995864868164
"NearestCentroid",0.8787944492627926,0.03060317039489746,0.008140802383422852
"MultinomialNB",0.89644322076754512,0.02308511734008789,0.0028638839721679688
"BernoulliNB",0.90938775510204084,0.015040159225463867,0.0049631595611572266
"LinearSVC (L2 penalty)",0.94123053943815704,0.6342329978942871,0.0012028217315673828
"LinearSVC (L1 penalty)",0.94096088873618511,0.7782809734344482,0.0010678768157958984
"LinearSVC (L1 feature select)",0.93641818601430882,0.3176720142364502,0.007169008255004883
"LogisticRegression (L2 penalty)",0.94048313688878515,0.20947909355163574,0.0010900497436523438
"LogisticRegression (L1 penalty)",0.937904717853839,0.2562069892883301,0.0010988712310791016
"LogisticRegression (L1-feature select)",0.9270090069013921,0.28130602836608887,0.013720035552978516
"SGD (L2 penalty)",0.91059828002227305,0.09661698341369629,0.0014450550079345703
"SGD (L1 penalty)",0.92816884518527398,0.2152860164642334,0.0012340545654296875
"SGD (L1-feature select)",0.87080366225839267,0.12099194526672363,0.007573843002319336
