"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93760796667005375,0.07943296432495117,0.0010650157928466797
"Perceptron",0.92171313714374059,0.0824441909790039,0.0014491081237792969
"PassiveAggressiveClassifier",0.81413246268656725,0.02169489860534668,0.0013680458068847656
"NearestCentroid",0.88636791564677075,0.02911210060119629,0.008592844009399414
"MultinomialNB",0.90225710525032898,0.0185089111328125,0.004164218902587891
"BernoulliNB",0.91329015413967951,0.015509843826293945,0.00504302978515625
"LinearSVC (L2 penalty)",0.94652992133824554,0.6455810070037842,0.0012960433959960938
"LinearSVC (L1 penalty)",0.94533154255583762,0.7833099365234375,0.0011339187622070312
"LinearSVC (L1 feature select)",0.93723008938435282,0.26238012313842773,0.007796049118041992
"LogisticRegression (L2 penalty)",0.93984544673973436,0.2174088954925537,0.0014309883117675781
"LogisticRegression (L1 penalty)",0.9392342817000352,0.23450088500976562,0.0013020038604736328
"LogisticRegression (L1-feature select)",0.92937553637235593,0.28883814811706543,0.01392507553100586
"SGD (L2 penalty)",0.91538379870474562,0.09410405158996582,0.001416921615600586
"SGD (L1 penalty)",0.93145015262041486,0.20692896842956543,0.0012919902801513672
"SGD (L1-feature select)",0.87395325926331358,0.12099409103393555,0.008419036865234375
