"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93527410964385749,0.0905158519744873,0.0015919208526611328
"Perceptron",0.92389704015840002,0.07737016677856445,0.0013380050659179688
"PassiveAggressiveClassifier",0.83032819521073886,0.023315906524658203,0.0013010501861572266
"NearestCentroid",0.88628370457209837,0.025168895721435547,0.008061885833740234
"MultinomialNB",0.89953810623556563,0.013172149658203125,0.0025479793548583984
"BernoulliNB",0.91278375149342905,0.012597799301147461,0.0047130584716796875
"LinearSVC (L2 penalty)",0.94034984276729572,0.6952700614929199,0.0011289119720458984
"LinearSVC (L1 penalty)",0.94062177692647708,0.8583190441131592,0.0012090206146240234
"LinearSVC (L1 feature select)",0.93486627849600323,0.4574759006500244,0.007359027862548828
"LogisticRegression (L2 penalty)",0.93671516842734714,0.20445609092712402,0.0013880729675292969
"LogisticRegression (L1 penalty)",0.93698765432098774,0.3862941265106201,0.009140968322753906
"LogisticRegression (L1-feature select)",0.92801992528019905,0.44455599784851074,0.009787797927856445
"SGD (L2 penalty)",0.91600898970365341,0.08429813385009766,0.0013530254364013672
"SGD (L1 penalty)",0.93054069204504919,0.2021651268005371,0.0012760162353515625
"SGD (L1-feature select)",0.86829798803697666,0.10518002510070801,0.007902860641479492
