"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.91401389372791342,0.8577241897583008,0.016010046005249023
"Perceptron",0.89535601956705413,0.5392088890075684,0.012952089309692383
"PassiveAggressiveClassifier",0.94275812274368243,0.16073012351989746,0.014224052429199219
"NearestCentroid",0.66309204647006259,0.19459009170532227,0.10232186317443848
"MultinomialNB",0.87256656887139306,0.0697021484375,0.02681899070739746
"BernoulliNB",0.87259633568845785,0.06049203872680664,0.038249969482421875
"LinearSVC (L2 penalty)",0.93988111515709771,7.640449047088623,0.01359105110168457
"LinearSVC (L1 penalty)",0.938417387694928,2.0368010997772217,0.012651920318603516
"LinearSVC (L1 feature select)",0.93586375118522858,1.9218230247497559,0.1899099349975586
"LogisticRegression (L2 penalty)",0.93376143560872626,1.8808009624481201,0.012841939926147461
"LogisticRegression (L1 penalty)",0.93777572067055281,1.4394218921661377,0.018819093704223633
"LogisticRegression (L1-feature select)",0.8839745995756384,2.4099481105804443,0.2123579978942871
"SGD (L2 penalty)",0.92129653794245081,0.7979321479797363,0.015514135360717773
"SGD (L1 penalty)",0.8692516335840218,2.1088638305664062,0.020213842391967773
"SGD (L1-feature select)",0.81598840050829236,1.1395540237426758,0.1906299591064453
