"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93116022099447526,0.07939314842224121,0.0011692047119140625
"Perceptron",0.89796382664088259,0.08221197128295898,0.001291036605834961
"PassiveAggressiveClassifier",0.79562464018422552,0.023808956146240234,0.0011250972747802734
"NearestCentroid",0.87640796173430024,0.02855992317199707,0.007889986038208008
"MultinomialNB",0.8924311200253352,0.019224882125854492,0.0028710365295410156
"BernoulliNB",0.89997808939526747,0.016380786895751953,0.004930973052978516
"LinearSVC (L2 penalty)",0.93902241425870925,0.6285181045532227,0.0013439655303955078
"LinearSVC (L1 penalty)",0.9361518550474548,1.0272159576416016,0.00164794921875
"LinearSVC (L1 feature select)",0.93192807084261409,0.4365098476409912,0.008172988891601562
"LogisticRegression (L2 penalty)",0.93490669593852926,0.21539807319641113,0.0013320446014404297
"LogisticRegression (L1 penalty)",0.93310836553638488,0.24751591682434082,0.0011129379272460938
"LogisticRegression (L1-feature select)",0.91930867459269061,0.2711310386657715,0.00933694839477539
"SGD (L2 penalty)",0.88216880278778576,0.098052978515625,0.0015499591827392578
"SGD (L1 penalty)",0.91128161409491326,0.22260689735412598,0.005382061004638672
"SGD (L1-feature select)",0.85159416782624475,0.15638518333435059,0.010624170303344727
