"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.91659721064621869,0.056237220764160156,0.0011029243469238281
"Perceptron",0.9035731250329867,0.07356405258178711,0.0014529228210449219
"PassiveAggressiveClassifier",0.92462255772646551,0.02283310890197754,0.0017919540405273438
"NearestCentroid",0.88878085669529527,0.0307769775390625,0.009435892105102539
"MultinomialNB",0.85507502206531327,0.01869678497314453,0.011711835861206055
"BernoulliNB",0.85907779282727759,0.018455028533935547,0.007827043533325195
"LinearSVC (L2 penalty)",0.93810507995213754,0.30164504051208496,0.0038080215454101562
"LinearSVC (L1 penalty)",0.93342001191830537,0.23256802558898926,0.0010268688201904297
"LinearSVC (L1 feature select)",0.91962290883330611,0.1829979419708252,0.005259037017822266
"LogisticRegression (L2 penalty)",0.91821519973294774,0.11409807205200195,0.010548830032348633
"LogisticRegression (L1 penalty)",0.92715303846363095,0.18190598487854004,0.0010199546813964844
"LogisticRegression (L1-feature select)",0.90053823727293114,0.17424321174621582,0.016783952713012695
"SGD (L2 penalty)",0.93495979432197374,0.0920860767364502,0.006680965423583984
"SGD (L1 penalty)",0.9308984818196554,0.25691699981689453,0.0016160011291503906
"SGD (L1-feature select)",0.91693290734824262,0.10636305809020996,0.012745141983032227
