"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.92175427141147026,0.08426904678344727,0.0017108917236328125
"Perceptron",0.8988188098952532,0.06852889060974121,0.0021011829376220703
"PassiveAggressiveClassifier",0.7863355603176605,0.023168087005615234,0.0015730857849121094
"NearestCentroid",0.86674718196457334,0.02599620819091797,0.01211094856262207
"MultinomialNB",0.88763752020439035,0.01544809341430664,0.0043299198150634766
"BernoulliNB",0.89485968626173806,0.012017965316772461,0.00533604621887207
"LinearSVC (L2 penalty)",0.93214209742607956,0.7163279056549072,0.001386880874633789
"LinearSVC (L1 penalty)",0.92724557286110521,0.9973771572113037,0.0013730525970458984
"LinearSVC (L1 feature select)",0.92322539137894055,0.25615382194519043,0.009623050689697266
"LogisticRegression (L2 penalty)",0.92583589909793107,0.19129395484924316,0.0013689994812011719
"LogisticRegression (L1 penalty)",0.92247269597030179,0.22927403450012207,0.001399993896484375
"LogisticRegression (L1-feature select)",0.90792547123689493,0.2742021083831787,0.028010845184326172
"SGD (L2 penalty)",0.88438040345821323,0.19090819358825684,0.0018188953399658203
"SGD (L1 penalty)",0.90033632286995513,0.21586108207702637,0.0015239715576171875
"SGD (L1-feature select)",0.83468705207835647,0.10532879829406738,0.009739160537719727
