"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.83208395802098956,0.059732913970947266,0.002713918685913086
"Perceptron",0.84216438869125632,0.09250497817993164,0.00796198844909668
"PassiveAggressiveClassifier",0.85081459539517978,0.038880109786987305,0.0027379989624023438
"NearestCentroid",0.81443165653691973,0.04295706748962402,0.012974977493286133
"MultinomialNB",0.7901199517353964,0.007822036743164062,0.003885030746459961
"BernoulliNB",0.81098116114573848,0.008061885833740234,0.009027957916259766
"LinearSVC (L2 penalty)",0.88029442148760328,0.3165321350097656,0.001438140869140625
"LinearSVC (L1 penalty)",0.88421993741618243,0.22983908653259277,0.0065119266510009766
"LinearSVC (L1 feature select)",0.8575340679402752,0.2911548614501953,0.011321067810058594
"LogisticRegression (L2 penalty)",0.84222627984040044,0.1345059871673584,0.010341882705688477
"LogisticRegression (L1 penalty)",0.86641941570694248,0.1686568260192871,0.0014240741729736328
"LogisticRegression (L1-feature select)",0.81219595751969842,0.2012770175933838,0.016116857528686523
"SGD (L2 penalty)",0.87138453466255661,0.09215998649597168,0.002048015594482422
"SGD (L1 penalty)",0.87918167781780743,0.24941611289978027,0.0013589859008789062
"SGD (L1-feature select)",0.829192546583851,0.11813688278198242,0.01808905601501465
