"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.92737993246988859,0.07961702346801758,0.0011708736419677734
"Perceptron",0.90437567804928443,0.08519601821899414,0.001233816146850586
"PassiveAggressiveClassifier",0.79617123730107453,0.030157089233398438,0.0017249584197998047
"NearestCentroid",0.87881216120669337,0.02907705307006836,0.010248899459838867
"MultinomialNB",0.88678516228748072,0.015111923217773438,0.003573179244995117
"BernoulliNB",0.89720843983360898,0.01763606071472168,0.0050280094146728516
"LinearSVC (L2 penalty)",0.93252928673817426,0.6414098739624023,0.0012371540069580078
"LinearSVC (L1 penalty)",0.9336033988736292,0.8149449825286865,0.0012271404266357422
"LinearSVC (L1 feature select)",0.92050794920507939,0.29344606399536133,0.008538007736206055
"LogisticRegression (L2 penalty)",0.92899794269657265,0.22337985038757324,0.0013659000396728516
"LogisticRegression (L1 penalty)",0.92330014509431135,0.23990821838378906,0.001386880874633789
"LogisticRegression (L1-feature select)",0.91292049701990108,0.25635194778442383,0.009238958358764648
"SGD (L2 penalty)",0.88748583454751517,0.08983588218688965,0.0014929771423339844
"SGD (L1 penalty)",0.90764098822057748,0.21239209175109863,0.0013730525970458984
"SGD (L1-feature select)",0.85219130144975841,0.11511683464050293,0.008454084396362305
