"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.91283609936654586,0.9632248878479004,0.017683982849121094
"Perceptron",0.90384372843884231,0.60260009765625,0.016570091247558594
"PassiveAggressiveClassifier",0.95036171979620998,0.16041088104248047,0.01535797119140625
"NearestCentroid",0.77508120205160369,0.19001483917236328,0.12441682815551758
"MultinomialNB",0.86447853527463614,0.07247805595397949,0.033782958984375
"BernoulliNB",0.86582857505896549,0.07451915740966797,0.045030832290649414
"LinearSVC (L2 penalty)",0.94879117264476776,9.484861135482788,0.017804861068725586
"LinearSVC (L1 penalty)",0.94918640100777452,2.1741490364074707,0.015498161315917969
"LinearSVC (L1 feature select)",0.94322359406704159,2.132352113723755,0.22088384628295898
"LogisticRegression (L2 penalty)",0.94568122444984837,2.146650791168213,0.030254125595092773
"LogisticRegression (L1 penalty)",0.94504656690535627,1.144136905670166,0.015885114669799805
"LogisticRegression (L1-feature select)",0.92803286795754547,1.9374008178710938,0.4169118404388428
"SGD (L2 penalty)",0.93614975465693939,1.4023640155792236,0.01904296875
"SGD (L1 penalty)",0.90663951622855732,2.2999398708343506,0.024835824966430664
"SGD (L1-feature select)",0.86917346462647427,1.194843053817749,0.275162935256958
