"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.90996629754453529,0.05049586296081543,0.005522012710571289
"Perceptron",0.89507364144235657,0.08449006080627441,0.0021910667419433594
"PassiveAggressiveClassifier",0.92292228746759752,0.04547286033630371,0.0013759136199951172
"NearestCentroid",0.87329842931937185,0.031536102294921875,0.013328075408935547
"MultinomialNB",0.85170803084022739,0.007501840591430664,0.007667064666748047
"BernoulliNB",0.87767871975192424,0.01936793327331543,0.01043701171875
"LinearSVC (L2 penalty)",0.94189696876125795,0.31222081184387207,0.0019488334655761719
"LinearSVC (L1 penalty)",0.94181298489179266,0.21750807762145996,0.0028820037841796875
"LinearSVC (L1 feature select)",0.91669276542436562,0.20460104942321777,0.029033184051513672
"LogisticRegression (L2 penalty)",0.92208342155409695,0.1454920768737793,0.001458883285522461
"LogisticRegression (L1 penalty)",0.92804972804972807,0.17037010192871094,0.001508951187133789
"LogisticRegression (L1-feature select)",0.89374090247452698,0.19431304931640625,0.02957296371459961
"SGD (L2 penalty)",0.93831775700934572,0.09984207153320312,0.005052804946899414
"SGD (L1 penalty)",0.92445276347943639,0.25070714950561523,0.0033049583435058594
"SGD (L1-feature select)",0.90482788020888838,0.13253402709960938,0.02991485595703125
