"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.9195395438709052,0.739739179611206,0.01984691619873047
"Perceptron",0.89057613685930381,0.6474659442901611,0.02068805694580078
"PassiveAggressiveClassifier",0.94369323303714148,0.1534898281097412,0.020611047744750977
"NearestCentroid",0.82730706519512653,0.18960309028625488,0.1527261734008789
"MultinomialNB",0.8911038754882199,0.07257294654846191,0.03762197494506836
"BernoulliNB",0.89775580068467098,0.08111000061035156,0.06062579154968262
"LinearSVC (L2 penalty)",0.94437697716607438,6.5851969718933105,0.02184581756591797
"LinearSVC (L1 penalty)",0.94559424774461664,2.4380688667297363,0.021457195281982422
"LinearSVC (L1 feature select)",0.92691919613391704,2.383298873901367,0.43733716011047363
"LogisticRegression (L2 penalty)",0.94145255612148648,2.0848801136016846,0.017148971557617188
"LogisticRegression (L1 penalty)",0.92951318073951661,1.1914489269256592,0.018965959548950195
"LogisticRegression (L1-feature select)",0.92159377146782684,1.6070959568023682,0.2917759418487549
"SGD (L2 penalty)",0.93215303090636203,0.7565279006958008,0.020923137664794922
"SGD (L1 penalty)",0.91853812262880907,1.6787378787994385,0.019980907440185547
"SGD (L1-feature select)",0.89052716145648736,1.0885090827941895,0.24366998672485352
