"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.83720402021463847,0.07161498069763184,0.0027740001678466797
"Perceptron",0.8537046768260641,0.12165117263793945,0.007678031921386719
"PassiveAggressiveClassifier",0.87172413793103465,0.048908233642578125,0.003289937973022461
"NearestCentroid",0.80151665018133844,0.02447199821472168,0.03327202796936035
"MultinomialNB",0.76471653685926455,0.006981849670410156,0.008526086807250977
"BernoulliNB",0.82048324779424497,0.015014886856079102,0.01038217544555664
"LinearSVC (L2 penalty)",0.90037990713381166,0.3354299068450928,0.002321958541870117
"LinearSVC (L1 penalty)",0.90616818515027731,0.2679100036621094,0.008422136306762695
"LinearSVC (L1 feature select)",0.86151840990550677,0.301023006439209,0.04633617401123047
"LogisticRegression (L2 penalty)",0.86271450858034326,0.11419892311096191,0.007043123245239258
"LogisticRegression (L1 penalty)",0.86326319795574413,0.1872711181640625,0.002156972885131836
"LogisticRegression (L1-feature select)",0.82067426020262135,0.22241592407226562,0.03916621208190918
"SGD (L2 penalty)",0.89732574374395868,0.1413130760192871,0.0051920413970947266
"SGD (L1 penalty)",0.87137916126242976,0.2503359317779541,0.002301931381225586
"SGD (L1-feature select)",0.84577114427860689,0.13537812232971191,0.028810977935791016
