"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.93167548038401571,0.8772261142730713,0.010453939437866211
"Perceptron",0.90855079217148182,0.5347940921783447,0.011171817779541016
"PassiveAggressiveClassifier",0.9522258414766559,0.15964603424072266,0.009836912155151367
"NearestCentroid",0.83190576411662009,0.18593811988830566,0.0707559585571289
"MultinomialNB",0.90439083987663338,0.0725240707397461,0.020429134368896484
"BernoulliNB",0.90676203942443656,0.05832505226135254,0.027196884155273438
"LinearSVC (L2 penalty)",0.95119520452580197,7.678617000579834,0.009897947311401367
"LinearSVC (L1 penalty)",0.95018837558067226,2.1105480194091797,0.010209083557128906
"LinearSVC (L1 feature select)",0.9470524936496667,1.974931001663208,0.11448407173156738
"LogisticRegression (L2 penalty)",0.94718372161604258,1.6310570240020752,0.009904146194458008
"LogisticRegression (L1 penalty)",0.94780609929285675,1.0374188423156738,0.012584924697875977
"LogisticRegression (L1-feature select)",0.94386933009601592,1.4836840629577637,0.11365914344787598
"SGD (L2 penalty)",0.94254702252620626,0.6925129890441895,0.010432004928588867
"SGD (L1 penalty)",0.93534479581985264,1.4096739292144775,0.010324954986572266
"SGD (L1-feature select)",0.91623190813067668,0.8930280208587646,0.07493901252746582
