"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.90505634786077604,0.0602269172668457,0.0027399063110351562
"Perceptron",0.86484393902734102,0.09506702423095703,0.0013918876647949219
"PassiveAggressiveClassifier",0.94173517847112287,0.03385305404663086,0.0014340877532958984
"NearestCentroid",0.84622030237580981,0.03453993797302246,0.009250164031982422
"MultinomialNB",0.88571706936866723,0.018217802047729492,0.00757288932800293
"BernoulliNB",0.88541559905708722,0.03379106521606445,0.0059680938720703125
"LinearSVC (L2 penalty)",0.93856637802941045,1.1388399600982666,0.0019431114196777344
"LinearSVC (L1 penalty)",0.93560915780866749,0.28386902809143066,0.0012691020965576172
"LinearSVC (L1 feature select)",0.92993044189852703,0.20042896270751953,0.015180826187133789
"LogisticRegression (L2 penalty)",0.93029058585018443,0.20795893669128418,0.001432180404663086
"LogisticRegression (L1 penalty)",0.93333333333333335,0.18114089965820312,0.0012388229370117188
"LogisticRegression (L1-feature select)",0.92400681923851846,0.21792912483215332,0.00935506820678711
"SGD (L2 penalty)",0.94045470949115839,0.13356614112854004,0.0013458728790283203
"SGD (L1 penalty)",0.92706778526944256,0.2532320022583008,0.0014159679412841797
"SGD (L1-feature select)",0.9172727748417141,0.14323687553405762,0.0075380802154541016
