"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.90312249799839861,0.05045795440673828,0.0011620521545410156
"Perceptron",0.87821421340352301,0.09296679496765137,0.0015561580657958984
"PassiveAggressiveClassifier",0.90847205233207462,0.038133859634399414,0.0010859966278076172
"NearestCentroid",0.85673833245936026,0.0191650390625,0.021803855895996094
"MultinomialNB",0.82944589828194326,0.008382797241210938,0.002457141876220703
"BernoulliNB",0.84500846023688669,0.02452707290649414,0.009485960006713867
"LinearSVC (L2 penalty)",0.91895255379828866,0.2909400463104248,0.0011470317840576172
"LinearSVC (L1 penalty)",0.92054003916314542,0.2446589469909668,0.0011539459228515625
"LinearSVC (L1 feature select)",0.90533562822719427,0.27021098136901855,0.017110109329223633
"LogisticRegression (L2 penalty)",0.89998929221544055,0.14984703063964844,0.00945901870727539
"LogisticRegression (L1 penalty)",0.91122905609324589,0.19513893127441406,0.005465984344482422
"LogisticRegression (L1-feature select)",0.88335318964583553,0.2143568992614746,0.011676788330078125
"SGD (L2 penalty)",0.91683740478066722,0.11384916305541992,0.006165027618408203
"SGD (L1 penalty)",0.9178799025957205,0.2723691463470459,0.004730939865112305
"SGD (L1-feature select)",0.89283802590729033,0.19170880317687988,0.007482051849365234
