"Classifier","Score","Train.Time","Test.Time"
"RidgeClassifier",0.85044841372087798,0.03976607322692871,0.015403032302856445
"Perceptron",0.86828442871976319,0.050228118896484375,0.012105941772460938
"PassiveAggressiveClassifier",0.88440797186400932,0.017322063446044922,0.012594938278198242
"NearestCentroid",0.82571006271721314,0.01758885383605957,0.09468507766723633
"MultinomialNB",0.78312532958340675,0.0068340301513671875,0.02597188949584961
"BernoulliNB",0.82746314313633873,0.00933384895324707,0.023437976837158203
"LinearSVC (L2 penalty)",0.91185826391967473,0.1543869972229004,0.010334968566894531
"LinearSVC (L1 penalty)",0.90970775272456883,0.11545991897583008,0.010721921920776367
"LinearSVC (L1 feature select)",0.87306179865085198,0.1505439281463623,0.12936997413635254
"LogisticRegression (L2 penalty)",0.86522107096784806,0.07920694351196289,0.010478019714355469
"LogisticRegression (L1 penalty)",0.8794447189327893,0.08958101272583008,0.009848833084106445
"LogisticRegression (L1-feature select)",0.83374827109266947,0.1088559627532959,0.12568306922912598
"SGD (L2 penalty)",0.90406753645433613,0.05692410469055176,0.010308027267456055
"SGD (L1 penalty)",0.88946727212315879,0.1295299530029297,0.010321855545043945
"SGD (L1-feature select)",0.85753135162143779,0.0760641098022461,0.13794994354248047
